StudnetID,Degree Level,School,Major Group,Gender Identity,Ethnicity,Domestic or International Status,Outcome,Have Info?,Placement Status,Employer,Industry,Full-time or Part-time,Position Type,Job Title,Job Level,Promotion or Return Offer from an Internship,Total post-graduation job offers,Employment Timing,Annual Salary Amount,Used Wasserman Services,Continuing Education School Name,Continuing Education Degree,Continuning Education Field,City,State,Country
LBTS_2023_5087,Masters,School of Professional Studies,Humanities,Woman,White,Domestic,Working,Yes,Placed,Archetype,"Communications (Journalism, Publishing)",Full-time (30+ hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Associate,Entry-level,Not applicable,3,Between 3 and 6 months after graduation,38000,Yes,,,,New York,New York,United States of America
LBTS_2023_15871,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Madison Square Garden,Entertainment/Media,Full-time (30+ hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Associate,Entry-level,Return offer from an internship,1,,59280,Yes,,,,New York,New York,United States of America
LBTS_2023_8935,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Orbit Partners,Other,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,1,Between 3 and 6 months after graduation,70000,Yes,,,,New York,New York,United States of America
LBTS_2023_14017,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,AlphaSights,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,1,,76000,Yes,,,,New York,New York,United States of America
LBTS_2023_9893,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working and In School,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,,78000,Yes,NYU,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",New York,New York,United States of America
LBTS_2023_70,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,Silicon Valley Bank,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,1,,80000,Yes,,,,New York,New York,United States of America
LBTS_2023_10046,Bachelors,Tandon School of Engineering,Business,Woman,Black,Domestic,Working,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,Before graduation,85000,Yes,,,,New York,New York,United States of America
LBTS_2023_12011,Bachelors,Leonard N. Stern School of Business,Business,Woman,White,Domestic,Working,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,,85000,Yes,,,,New York,New York,United States of America
LBTS_2023_12912,Bachelors,College of Arts and Science,Social Sciences/ Social Work,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Flicker Garelick,Law,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,1,Between 3 and 6 months after graduation,60000,Yes,,,,New York,New York,United States of America
LBTS_2023_16322,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,,85000,Yes,,,,New York,New York,United States of America
LBTS_2023_4029,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,EY-Parthenon,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,2,,100000,Yes,,,,New York,New York,United States of America
LBTS_2023_5073,Bachelors,Leonard N. Stern School of Business,Business,Woman,Not Available,Domestic,Working,Yes,Placed,EY-Parthenon,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,2,,100000,Yes,,,,New York,New York,United States of America
LBTS_2023_5197,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,EY-Parthenon,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,,100000,Yes,,,,New York,New York,United States of America
LBTS_2023_14108,Bachelors,Leonard N. Stern School of Business,Business,Man,Black,Domestic,Working,Yes,Placed,EY-Parthenon,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,1,,100000,Yes,,,,New York,New York,United States of America
LBTS_2023_13358,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,Before graduation,90000,Yes,,,,New York,New York,United States of America
LBTS_2023_9188,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,MSCI,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Return offer from an internship,2,Before graduation,125000,Yes,,,,New York,New York,United States of America
LBTS_2023_10224,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Urban Edge Properties,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Not applicable,1,Before graduation,130000,Yes,,,,New York,New York,United States of America
LBTS_2023_4511,Masters,Graduate School of Arts and Science,Social Sciences/ Social Work,Woman,Not Available,Domestic,Working,Yes,Placed,The Venn Collective,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14284,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Wafra,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Not applicable,1,Before graduation,,No,,,,New York,New York,United States of America
LBTS_2023_5003,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working and In School,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,,,Yes,NYU,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",New York,New York,United States of America
LBTS_2023_5134,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Boston Consulting Group,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,2,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6049,Bachelors,College of Arts and Science,Social Sciences/ Social Work,Man,Black,Domestic,Working,Yes,Placed,Golin,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6537,Bachelors,College of Arts and Science,Mathematics and Economics,Man,White,Domestic,Working,Yes,Placed,Meridian Capital Group,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8608,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Black,Domestic,Working,Yes,Placed,Orbit Partners,Other,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_9628,Masters,Graduate School of Arts and Science,Social Sciences/ Social Work,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Korn Ferry,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_10637,Doctorate,Graduate School of Arts and Science,Humanities,Man,Not Available,Domestic,Working,Yes,Placed,"Columbia University, School of International and Public Affairs",Education/Teaching,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_11532,Masters,School of Professional Studies,Social Sciences/ Social Work,Woman,International,International,Working,Yes,Placed,National Basketball Association,Hospitality/Tourism/Sports & Recreation,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_11941,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Guidepoint,Information Service,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12201,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Woman,Hispanic,Domestic,Working,Yes,Placed,James Lima Planning + Development,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12232,Bachelors,Leonard N. Stern School of Business,Business,Man,Hispanic,Domestic,Working,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_13004,Masters,School of Global Public Health,Clinical Health and Public Health,Woman,White,Domestic,Working,Yes,Placed,Booz Allen Hamilton,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Promotion from a previously held role,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_13898,Bachelors,School of Professional Studies,Business,Woman,White,Domestic,Working,Yes,Placed,Avenue Realty Advisors,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_15954,Masters,School of Professional Studies,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,MacKay Shields,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Promotion from a previously held role,,,,No,,,,New York,New York,United States of America
LBTS_2023_16513,Bachelors,College of Arts and Science,Humanities,Woman,White,Domestic,Working,Yes,Placed,Neuberger Berman,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_16699,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Brighthouse Financial,Insurance,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_2835,Masters,School of Professional Studies,Business,Man,International,International,Working,Yes,Placed,Not Available,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,3,Within 3 months of graduation,100000,Yes,,,,Philadelphia,Pennsylvania,United States of America
LBTS_2023_3047,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,EY-Parthenon,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,,,,,,Yes,,,,San Francisco,California,United States of America
LBTS_2023_5795,Doctorate,Graduate School of Arts and Science,Sciences,Man,White,Domestic,Working,Yes,Placed,McKinsey & Company,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Mid-level,Not applicable,2,Before graduation,200000,Yes,,,,Stamford,Connecticut,United States of America
LBTS_2023_4670,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,Boston Consulting Group,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,,110000,Yes,,,,Summit,New Jersey,United States of America
LBTS_2023_5676,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,Boston Consulting Group,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,2,,110000,Yes,,,,Summit,New Jersey,United States of America
LBTS_2023_13366,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,,Between 3 and 6 months after graduation,,Yes,,,,Taipei,,Taiwan
LBTS_2023_8954,Bachelors,Leonard N. Stern School of Business,Business,Man,Two or More Races,Domestic,Working and In School,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Return offer from an internship,1,,65000,Yes,NYU,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",Tampa,Florida,United States of America
LBTS_2023_4335,Masters,Graduate School of Arts and Science,Humanities,Woman,International,International,Working,Yes,Placed,Dentons Global Advisors,Not Available,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,,,,,,Yes,,,,"Washington, D.C.",,United States of America
LBTS_2023_9665,Masters,School of Global Public Health,Sciences,Woman,International,International,Working,Yes,Placed,GEP Worldwide,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate,Entry-level,Not applicable,2,Before graduation,82000,Yes,,,,,New Jersey,United States of America
LBTS_2023_6708,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,International,International,Working,Yes,Placed,The Walt Disney Company,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Account Manager,Entry-level,Not applicable,3,Within 3 months of graduation,70000,Yes,,,,New York,New York,United States of America
LBTS_2023_3447,Masters,School of Global Public Health,Clinical Health and Public Health,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Pareto Health,Insurance,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Account Manager,Entry-level,Not applicable,1,Before graduation,65000,Yes,,,,Philadelphia,Pennsylvania,United States of America
LBTS_2023_2421,Masters,School of Professional Studies,Social Sciences/ Social Work,Woman,Hispanic,Domestic,Working,Yes,Placed,Formerly Known As,Marketing/Advertising/PR,Full-time (30+ hours/week),Internship,Associate Account Strategist,Entry-level,Not applicable,2,Before graduation,6400,Yes,,,,New York,New York,United States of America
LBTS_2023_14275,Masters,School of Professional Studies,Social Sciences/ Social Work,Woman,International,International,Working,Yes,Placed,Prezentium,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Account Strategist,Entry-level,Not applicable,1,Before graduation,85000,Yes,,,,New York,New York,United States of America
LBTS_2023_6976,Masters,School of Professional Studies,Social Sciences/ Social Work,Man,Black,Domestic,Working,Yes,Placed,The Walt Disney Company,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Addressable Account Manager,Entry-level,Not applicable,1,Between 3 and 6 months after graduation,70000,Yes,,,,New York,New York,United States of America
LBTS_2023_4155,Bachelors,Leonard N. Stern School of Business,Business,Woman,Hispanic,Domestic,Working,Yes,Placed,Moody's Corporation,Information Service,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Analyst,Entry-level,Return offer from an internship,1,,84500,Yes,,,,New York,New York,United States of America
LBTS_2023_15350,Masters,Graduate School of Arts and Science,Mathematics and Economics,Man,White,Domestic,Working,Yes,Placed,NERA Economic Consulting,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_3864,Masters,School of Global Public Health,Clinical Health and Public Health,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,H+H,Non-Profit/Social Services,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Analyst 3,Mid-level,Not applicable,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_4062,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,Constellation,Energy,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Associate Analyst, Origination",Entry-level,Not applicable,1,Within 3 months of graduation,70000,Yes,,,,Baltimore,Maryland,United States of America
LBTS_2023_13505,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,IBM,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Application Consultant,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_13919,Bachelors,College of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Woman,Hispanic,International,Working,Yes,Placed,ADP,Other,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Application Developer,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14836,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,International,Working,Yes,Placed,NFL Films,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Archival Producer,Entry-level,Not applicable,,,,Yes,,,,Mount Laurel,New Jersey,United States of America
LBTS_2023_9799,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,White,Domestic,Working,Yes,Placed,Atrium Psychotherapy,Health Care,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Therapist (Mental Health Counselor-LP),Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_8048,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Horstemeyer,Law,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Attorney,Mid-level,Not applicable,,,,Yes,,,,Atlanta,Georgia,United States of America
LBTS_2023_9489,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Man,Asian/Pacific Islander,International,Working,Yes,Placed,NYU Grossman School of Medicine,Education/Teaching,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Bioinformatics Programmer,Entry-level,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_11577,Bachelors,Tandon School of Engineering,Sciences,Man,Asian/Pacific Islander,Domestic,Working and In School,Yes,Placed,Parsons Corporation,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Bridge Engineer,,,,,,Yes,NYU,Masters,Engineering,New York,New York,United States of America
LBTS_2023_7323,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Black,Domestic,Working,Yes,Placed,IBM,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Business Analyst,Entry-level,Return offer from an internship,,,,Yes,,,,Armonk,New York,United States of America
LBTS_2023_10337,Masters,School of Professional Studies,Social Sciences/ Social Work,Man,Asian/Pacific Islander,Not available,Working,Yes,Placed,Acosta Group,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Business Manager,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_1084,Masters,Silver School of Social Work,Social Sciences/ Social Work,Woman,White,Domestic,Working,Yes,Placed,Family Health Centers of San Diego,Non-Profit/Social Services,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Clinical Social Worker,Mid-level,Not applicable,,,,No,,,,San Diego,California,United States of America
LBTS_2023_3926,Masters,Graduate School of Arts and Science,Social Sciences/ Social Work,Woman,International,International,Working,Yes,Placed,Gallagher,Not Available,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Compensation Consultant,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7675,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,GEP Worldwide,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Not applicable,1,Before graduation,82000,Yes,,,,Clark,New Jersey,United States of America
LBTS_2023_2626,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,International,International,Working and In School,Yes,Placed,RIES | Positioning Strategy & Consulting,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,,,,,,No,Cornell University,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",Jersey City,New Jersey,United States of America
LBTS_2023_5191,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,Adexa,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Mid-level,Not applicable,,,,Yes,,,,Los Angeles,California,United States of America
LBTS_2023_15352,Bachelors,Tandon School of Engineering,Business,Woman,Not Available,Domestic,Working,Yes,Placed,Capco,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Return offer from an internship,2,Before graduation,80000,Yes,,,,New York,New York,United States of America
LBTS_2023_777,Masters,School of Global Public Health,Clinical Health and Public Health,Man,International,International,Working,Yes,Placed,Trinity Life Sciences,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Return offer from an internship,1,Within 3 months of graduation,87500,Yes,,,,New York,New York,United States of America
LBTS_2023_861,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,HKA,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Return offer from an internship,2,,,Yes,,,,New York,New York,United States of America
LBTS_2023_5130,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Not Available,Domestic,Working,Yes,Placed,Capco,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6747,Bachelors,Global Liberal Studies,Humanities,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Mastercard Data & Services,Not Available,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8239,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Sia Partners,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Return offer from an internship,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_13235,Masters,Graduate School of Arts and Science,Sciences,Woman,International,International,Working,Yes,Placed,THRIVE Consulting,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14652,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,International,Working,Yes,Placed,Capco,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14630,Bachelors,College of Arts and Science,Social Sciences/ Social Work,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,The Conrad Group,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Not applicable,1,Within 3 months of graduation,70000,Yes,,,,Newport Beach,California,United States of America
LBTS_2023_1264,Bachelors,Leonard N. Stern School of Business,Business,Woman,White,Domestic,Working,Yes,Placed,Bain & Company,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Not applicable,2,,112000,Yes,,,,San Francisco,California,United States of America
LBTS_2023_4483,Doctorate,Graduate School of Arts and Science,Sciences,Woman,White,Domestic,Working,Yes,Placed,IQVIA,Health Care,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,,,,,,Yes,,,,San Francisco,California,United States of America
LBTS_2023_15220,Masters,School of Professional Studies,Business,Woman,International,International,Working,Yes,Placed,DDI Taiwan,Other,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Not applicable,,,,Yes,,,,Taipei,,Taiwan
LBTS_2023_15139,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Social Sciences/ Social Work,Man,International,International,Working,Yes,Placed,Bain & Company,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Return offer from an internship,3,Before graduation,,Yes,,,,Tokyo,,Japan
LBTS_2023_1978,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Capco,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Consultant,Entry-level,Not applicable,2,Before graduation,95000,Yes,,,,,New York,United States of America
LBTS_2023_2936,Masters,Tandon School of Engineering,Sciences,Woman,International,International,Working,Yes,Placed,Indegene,Health Care,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate consultant,Entry-level,Return offer from an internship,2,Before graduation,,Yes,,,,,,
LBTS_2023_7907,Bachelors,College of Arts and Science,Clinical Health and Public Health,Man,White,Domestic,Working,Yes,Placed,EVERSANA Intouch,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Content Strategist,Entry-level,Return offer from an internship,None – I was not seeking any job offers,Before graduation,70000,Yes,,,,New York,New York,United States of America
LBTS_2023_6152,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,Ivalua,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Customer Application Engineer,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_4414,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,Travelers,Insurance,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Associate Data Engineer,Mid-level,Not applicable,,,,Yes,,,,Hartford,Connecticut,United States of America
